student_id,answer_id,subject_id,subject_name,Topic,Subtopic,q_text,q_image,q_text1,model solution,student answer,maximum_mark,mark_awarded,Mistake?,mistake category,topical skill level
192153,113075508,3,Science,Exploring Materials,Compare the physical property (waterproof) of materials,<html><head></head><body><p>What was the aim of Samantha’s experiment?</p></body></html>,,<html><head></head><body><p>What was the aim of Samantha’s experiment?</p></body></html>,<html><head></head><body><p>She was trying&nbsp;<strong>to find out which material is the most or least water absorbent / absorbs the most or least water.</strong></p></body></html>,To see which string is the most absorbed,1,0,y,Waterproofing,5
192153,112293705,3,Science,Exploring Materials,Compare the physical property (flexibility) of materials,"<html><head></head><body><p style=""text-align:justify;"">He measured the distance each strip was pulled down by the same block. The table below shows his results.&nbsp;</p><table class=""ck-table-resized"" style=""border-style: none; border-collapse: collapse; border-color: black; border-width: 1px;"" align=""center""><colgroup><col style=""width:50%;""><col style=""width:50%;""></colgroup><tbody><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;""><strong>Material that&nbsp;</strong><br><strong>the strip is made of</strong></p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;""><strong>Distance, d (cm)</strong></p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">A</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">7</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">B</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">9</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">C</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">4</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">D</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">13</p></td></tr></tbody></table><p>Based on the results above, which of the following statements is correct?</p><p>(1) Material C is the most flexible.</p><p>(2) Material D is the least flexible.</p><p>(3) Material B is less flexible than material D.</p><p>(4) Material A is more flexible than material B.</p></body></html>",,"<html><head></head><body><p style=""text-align:justify;"">He measured the distance each strip was pulled down by the same block. The table below shows his results.&nbsp;</p><table class=""ck-table-resized"" style=""border-style: none; border-collapse: collapse; border-color: black; border-width: 1px;"" align=""center""><colgroup><col style=""width:50%;""><col style=""width:50%;""></colgroup><tbody><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;""><strong>Material that&nbsp;</strong><br><strong>the strip is made of</strong></p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;""><strong>Distance, d (cm)</strong></p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">A</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">7</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">B</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">9</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">C</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">4</p></td></tr><tr><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">D</p></td><td style=""border-color: rgb(0, 0, 0); border-width: 1pt; padding: 5pt; vertical-align: top; border-style: solid;""><p style=""text-align:center;"">13</p></td></tr></tbody></table><p>Based on the results above, which of the following statements is correct?</p><p>(1) Material C is the most flexible.</p><p>(2) Material D is the least flexible.</p><p>(3) Material B is less flexible than material D.</p><p>(4) Material A is more flexible than material B.</p></body></html>",C,C,2,2,n,,5
192153,108615629,3,Science,Exploring Materials,Identify properties of material for making an object/part*,"The picture below shows the metallic armour a soldier wore to war
in the past.",images/qi/Default Folder/1128a_qsn_img_0_1594976163.png,"The picture below shows the metallic armour a soldier wore to war
in the past.",B,D,2,0,y,Concept gap,5
192153,117025545,3,Science,Exploring Materials,"Sources of materials: ground, animals, plants and man-made*",Which of the following is made from a man-made material?<br><br>(1) Silver spoon<br>(2) Raincoat<br>(3) Feather duster<br>(4) Tomato ketchup,,Which of the following is made from a man-made material?<br><br>(1) Silver spoon<br>(2) Raincoat<br>(3) Feather duster<br>(4) Tomato ketchup,B,A,2,0,y,Concept gap,5
192153,108616073,3,Science,Exploring Materials,Relate the use of materials to their physical properties,Which of the following objects are made from the same material?,images/qi/Default Folder/1146a_qsn_img_0_1684460974.png,Which of the following objects are made from the same material?,B,B,2,2,n,,5
192153,108905604,3,Science,Fungi and Bacteria,Recognise the characteristics of fungi.,"Bracket fungus and yeast are not plants because they do not
__________.<br>
<br>
(1) need air<br>
(2) need water<br>
(3) make their own food<br>
(4) respond to changes in their environment",,"Bracket fungus and yeast are not plants because they do not
__________.<br>
<br>
(1) need air<br>
(2) need water<br>
(3) make their own food<br>
(4) respond to changes in their environment",C,C,2,2,n,,10
192153,108905362,3,Science,Fungi and Bacteria,Recognise the characteristics of bacteria.,"Which of the following statements is <b>not</b> true of
bacteria?<br>
<br>
(1) Bacteria do not need air, food and water.<br>
(2) Some bacteria can help us to digest food.<br>
(3) Some bacteria can help turn milk into cheese.<br>
(4) Some bacteria can cause illnesses such as sore throat.",,"Which of the following statements is <b>not</b> true of
bacteria?<br>
<br>
(1) Bacteria do not need air, food and water.<br>
(2) Some bacteria can help us to digest food.<br>
(3) Some bacteria can help turn milk into cheese.<br>
(4) Some bacteria can cause illnesses such as sore throat.",A,A,2,2,n,,10
192153,108906082,3,Science,Fungi and Bacteria,Examples of fungi*,Which group of living things does Organism A belong to?,,Which group of living things does Organism A belong to?,<b>Fungi</b>,Fungi,1,1,n,,10
192153,121177556,3,Science,Fungi and Bacteria,Identify the useful & harmful effects of fungi and bacteria.,"Some fungi like toadstools are inedible because they are poisonous.
However, others can be useful to people. <br>Give an example of a
fungus that is useful and state its usefulness.",,"Some fungi like toadstools are inedible because they are poisonous.
However, others can be useful to people. <br>Give an example of a
fungus that is useful and state its usefulness.",<b>Yeast</b>. Yeast is used to <b>make bread</b>. [1],Yeast because it helps us to bake cakes,1,0,y,Harmful microbes,10
192153,125244090,3,Science,Fungi and Bacteria,Examples of harmful fungi and bacteria*,"On the diagram above, draw how the slice of bread would look after a week.",,"On the diagram above, draw how the slice of bread would look after a week.",Award 1 mark for mould (spots) drawn on the bread.,it will have mould growing  .,1,0,y,Harmful microbes,10
192153,125450536,3,Science,Fungi and Bacteria,Compare the characteristics of fungi and bacteria.,<html><head></head><body><p>State a difference between living things C and D.</p></body></html>,,<html><head></head><body><p>State a difference between living things C and D.</p></body></html>,<html><head></head><body><p>Living thing<strong> C is harmful to the human body&nbsp;</strong>but<strong>&nbsp;</strong>living<strong>&nbsp;</strong>thing<strong> D is not harmful to the human body.</strong></p></body></html>,C is harmful to the human body but D is not harmful to the human body .,1,,y,Concept gap,10
192153,124455599,3,Science,Fungi and Bacteria,Recognise conditions required for fungi and bacteria to grow,<html><head></head><body><p>On which plate would mould first appear on the cake? Give a reason for your answer.</p></body></html>,,<html><head></head><body><p>On which plate would mould first appear on the cake? Give a reason for your answer.</p></body></html>,"<html><head></head><body><p>Plate&nbsp;<strong>B</strong>. The&nbsp;<strong>cake was moistened with water</strong> before being wrapped with a plastic film.&nbsp;<strong>There was water for mould to grow well</strong>, allowing mould to first appear on the cake on plate B.</p></body></html>","plate B , the cake was moistened with water therefore there a presence of water on the cake because mould need water to survive like all living things need .",1,1,n,,10
192153,125243577,3,Science,Fungi and Bacteria,Identify different parts of a mushroom and their functions*,Label the parts A and B in the diagram.,images/qi/Default Folder/248a_qsn_img_0_1592896030.png,Label the parts A and B in the diagram.,"A - <b>Cap</b><br>
B - <b>Gill</b>(s)","A : cap 
B : gills",1,1,n,,10
192153,108617089,3,Science,Living Things and Non-Living Things,Differentiate between living and non-living things.,Study the classification chart below carefully.<br>,images/qi/Default Folder/150a_qsn_img_0_1592907835.png,Study the classification chart below carefully.<br>,A,D,2,0,y,Living vs non-living,10
192153,108617392,3,Science,Animals,Classify animals based on methods of breathing*,Study the flow chart below.,images/qi/Default Folder/689a_qsn_img_0_1592383058.png,Study the flow chart below.,C,A,2,0,y,Concept gap,10
192153,108615380,3,Science,Animals,Classify the animal groups based on their characteristics,Study the classification chart below.,images/qi/Default Folder/648a_qsn_img_0_1616563396.png,Study the classification chart below.,C,B,2,0,y,Animal classification,10
192153,121177259,3,Science,Animals,Classify animals based on how they reproduce*,"<br>
Based on the organiser above, classify the animals listed in the
box into Group A and B respectively by writing their names in the
table.",,"<br>
Based on the organiser above, classify the animals listed in the
box into Group A and B respectively by writing their names in the
table.","Group A: <b>Seal, whale and leopard</b> [1]<br>
Group B: <b>Spiny anteater</b> [1]","Group A : Seal , leopard , whale 
Group B : Spiny anteater",2,2,n,,10
192153,113478148,3,Science,Animals,Classify animals based on the food they eat*,"Study the following animals carefully and classify them equally
into two groups. Give a heading for each group.",images/qi/Default Folder/48258a_qsn_img_0_1595588301.png,"Study the following animals carefully and classify them equally
into two groups. Give a heading for each group.","<br>
<br>

<table style=""height: 120px; width: px; border-width: 1px;"" align=
""center"" frame=""border"" rules=""all"">
<tbody>
<tr>
<td align=""center"" style=""width: 150px"">Animal-eaters or Carnivores </td>
<td align=""center"" style=""width: 150px"">Plant-and-animal eaters or Omnivores</td>
</tr>
<tr>
<td align=""center"" style=""width: px"">Tiger<br>
Eagle</td>
<td align=""center"" style=""width: px"">Pig<br>
Dog</td>
</tr>
</tbody>
</table>","omnivores : pig ,dog 
carnivorous : tiger , eagle",4,4,n,,10
192153,125026458,3,Science,Life Cycles of Plants and Animals,Recognise different living things based on their life cycles,<html><head></head><body><p>Put a tick (✓) in the correct box for an animal that represents animal B and another animal that represents animal C.</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/J2TgF95GZxoSIbxQ.svg,<html><head></head><body><p>Put a tick (✓) in the correct box for an animal that represents animal B and another animal that represents animal C.</p></body></html>,,,1,1,n,,8
192153,110248180,3,Science,Classification,Classify things based on their characteristics,"Help Martha to complete the classification chart by drawing the
objects in the boxes provided.",,"Help Martha to complete the classification chart by drawing the
objects in the boxes provided.",,not sure,2,0,y,Unsure response,9
192153,111350430,3,Science,Living Things and Non-Living Things,Classify organisms based on how they obtain food*,"X:
______________________________________________________________________<br>

<br>
Y:
______________________________________________________________________<br>

<br>
Z:
______________________________________________________________________",,"X:
______________________________________________________________________<br>

<br>
Y:
______________________________________________________________________<br>

<br>
Z:
______________________________________________________________________","X: <b>Reproduce by spores</b><br>
Y: <b>Able to make food</b><br>
Z: <b>Not able to make food</b><br>
<br>
X: <b>Reproduce by spores</b><br>
Y: <b>Plants / Non-flowering Plants</b><br>
Z: <b>Fungi</b><br>","X: fungi 
Y: reproduce by spores 
Z: reproduce by spores",1,0,y,Concept gap,10
192153,110713018,3,Science,Plants,Classify plants based on how they reproduce*,"The characteristics of some plants are shown in the table
below.<br>
<br>
<br>
<table style=""height: 140px; width: px; border-width: 1px;"" align=
""center"" frame=""border"" rules=""all"">
<tbody>
<tr>
<td align=""center"" style=""width: 150px"">Plant</td>
<td align=""center"" style=""width: 150px"">Can make food</td>
<td align=""center"" style=""width: 150px"">Bears flowers</td>
<td align=""center"" style=""width: 150px"">Lives in water</td>
</tr>
<tr>
<td align=""center"" style=""width: px"">W</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px""></td>
</tr>
<tr>
<td align=""center"" style=""width: px"">X</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px""></td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
</tr>
<tr>
<td align=""center"" style=""width: px"">Y</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
</tr>
<tr>
<td align=""center"" style=""width: px"">Z</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px""></td>
<td align=""center"" style=""width: px""></td>
</tr>
</tbody>
</table>",images/qi/Default Folder/93088a_qsn_img_0_1605758784.png,"The characteristics of some plants are shown in the table
below.<br>
<br>
<br>
<table style=""height: 140px; width: px; border-width: 1px;"" align=
""center"" frame=""border"" rules=""all"">
<tbody>
<tr>
<td align=""center"" style=""width: 150px"">Plant</td>
<td align=""center"" style=""width: 150px"">Can make food</td>
<td align=""center"" style=""width: 150px"">Bears flowers</td>
<td align=""center"" style=""width: 150px"">Lives in water</td>
</tr>
<tr>
<td align=""center"" style=""width: px"">W</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px""></td>
</tr>
<tr>
<td align=""center"" style=""width: px"">X</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px""></td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
</tr>
<tr>
<td align=""center"" style=""width: px"">Y</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
</tr>
<tr>
<td align=""center"" style=""width: px"">Z</td>
<td align=""center"" style=""width: px"">$\checkmark$</td>
<td align=""center"" style=""width: px""></td>
<td align=""center"" style=""width: px""></td>
</tr>
</tbody>
</table>",A,C,2,0,y,Reproduction modes,10
192153,121177293,3,Science,Animals,Recognise fish based on their characteristics,Match each animal to their correct outer covering.,images/qi/Default Folder/1053a_qsn_img_0_1593773102.png,Match each animal to their correct outer covering.,"Rabbit: Hair<br>
Eagle: Feathers<br>
Fish: Scales<br>
Tortoise: Shell",,4,4,n,,10
192153,110246704,3,Science,Animals,Recognise amphibians based on their characteristics,"Which of the following animals breathe through their skin?<br>
<br>
A: bat<br>
B: frog<br>
C: whale<br>
D: salamander<br>
<br>
(1) A and C only<br>
(2) B and C only<br>
(3) B and D only<br>
(4) A, B and D only",,"Which of the following animals breathe through their skin?<br>
<br>
A: bat<br>
B: frog<br>
C: whale<br>
D: salamander<br>
<br>
(1) A and C only<br>
(2) B and C only<br>
(3) B and D only<br>
(4) A, B and D only",C,C,2,2,n,,10
192153,108616104,3,Science,Animals,Recognise insects based on their characteristics,Observe the following animals.,images/qi/Default Folder/117a_qsn_img_0_1592825533.png,Observe the following animals.,C,D,2,0,y,Concept gap,10
192153,121177293,3,Science,Animals,Recognise reptiles based on their characteristics,Match each animal to their correct outer covering.,images/qi/Default Folder/1053a_qsn_img_0_1593773102.png,Match each animal to their correct outer covering.,"Rabbit: Hair<br>
Eagle: Feathers<br>
Fish: Scales<br>
Tortoise: Shell",,4,4,n,,10
192153,121177293,3,Science,Animals,Recognise birds based on their characteristics,Match each animal to their correct outer covering.,images/qi/Default Folder/1053a_qsn_img_0_1593773102.png,Match each animal to their correct outer covering.,"Rabbit: Hair<br>
Eagle: Feathers<br>
Fish: Scales<br>
Tortoise: Shell",,4,4,n,,10
192153,113478651,3,Science,Animals,Compare animals based on similarities and differences,<html><head></head><body><p>State a similarity between animals A and B.&nbsp;</p></body></html>,,<html><head></head><body><p>State a similarity between animals A and B.&nbsp;</p></body></html>,<html><head></head><body><p><strong>Both have feathers.&nbsp;</strong></p></body></html>,both animals A and B has feathers,1,1,n,,10
192153,121177293,3,Science,Animals,Recognise mammals based on their characteristics,Match each animal to their correct outer covering.,images/qi/Default Folder/1053a_qsn_img_0_1593773102.png,Match each animal to their correct outer covering.,"Rabbit: Hair<br>
Eagle: Feathers<br>
Fish: Scales<br>
Tortoise: Shell",,4,4,n,,10
192153,113355850,3,Science,Animals,Identify the animal groups based on their characteristics,"In which group, A, B, C or D, would a parrot belong?",,"In which group, A, B, C or D, would a parrot belong?",Group <b>B</b>.,group D,1,0,y,Animal groups,10
192153,110755030,3,Science,Human Systems,Differentiate human systems based on organs & functions,"<html><head></head><body><p>Which of the following is/are true about the human organ systems?</p><p>&nbsp;</p><p>A &nbsp; &nbsp; The skeletal system protects the heart.</p><p>B &nbsp; &nbsp; The digestive system absorbs digested food into the body.</p><p>C &nbsp; &nbsp; The respiratory system allows air to be taken in and removed from our body.&nbsp;</p><p>D &nbsp; &nbsp; The circulatory system carries useful substances in the blood to all parts of the body.</p><p>&nbsp;</p><p>(1) A only</p><p>(2) B and D only&nbsp;</p><p>(3) A, B and D only&nbsp;</p><p>(4) A, B, C and D</p></body></html>",,"<html><head></head><body><p>Which of the following is/are true about the human organ systems?</p><p>&nbsp;</p><p>A &nbsp; &nbsp; The skeletal system protects the heart.</p><p>B &nbsp; &nbsp; The digestive system absorbs digested food into the body.</p><p>C &nbsp; &nbsp; The respiratory system allows air to be taken in and removed from our body.&nbsp;</p><p>D &nbsp; &nbsp; The circulatory system carries useful substances in the blood to all parts of the body.</p><p>&nbsp;</p><p>(1) A only</p><p>(2) B and D only&nbsp;</p><p>(3) A, B and D only&nbsp;</p><p>(4) A, B, C and D</p></body></html>",D,D,2,2,n,,10
192153,113353618,3,Science,Human Systems,Recognise what a system is,Which object is a system?,,Which object is a system?,Object <b>P</b>,object P,1,1,n,,10
192153,113520405,3,Science,Human Systems,Recognise parts and function of human skeletal system,<html><head></head><body><p>Which human system has a similar function as part F of the racket? Explain your answer.</p></body></html>,,<html><head></head><body><p>Which human system has a similar function as part F of the racket? Explain your answer.</p></body></html>,"<html><head></head><body><p>The <strong>skeletal system</strong>. [1]</p><p>Part F <strong>gives the tennis racket its shape</strong>, like the skeletal system that <strong>gives the body its shape</strong>. [1]</p></body></html>",skeletal system because part F helps to support the racket .,2,1,y,Skeletal system,10
192153,122605912,3,Science,Human Systems,Recognise parts and function of human muscular system,<html><head></head><body><p>State one function of system Z.</p></body></html>,,<html><head></head><body><p>State one function of system Z.</p></body></html>,<html><head></head><body><p>It helps different parts of the body to move.&nbsp;</p></body></html>,help us move,1,0,y,Muscular system,10
192153,110754932,3,Science,Human Systems,Recognise parts and function of human circulatory system,"<html><head></head><body><p style=""text-align:justify;"">Which of the following systems in our body has the same function as the food conveyor belt?</p><p>&nbsp;</p><p>(1) skeletal system</p><p>(2) muscular system</p><p>(3) circulatory system</p><p>(4) respiratory system</p></body></html>",,"<html><head></head><body><p style=""text-align:justify;"">Which of the following systems in our body has the same function as the food conveyor belt?</p><p>&nbsp;</p><p>(1) skeletal system</p><p>(2) muscular system</p><p>(3) circulatory system</p><p>(4) respiratory system</p></body></html>",C,D,2,0,y,Circulatory system,10
192153,112333798,3,Science,Human Systems,Recognise parts and function of human respiratory system,<html><head></head><body><p>&nbsp;State the function of the body system above.</p></body></html>,,<html><head></head><body><p>&nbsp;State the function of the body system above.</p></body></html>,<html><head></head><body><p>It&nbsp;<strong>takes in air into the body&nbsp;</strong>and<strong> removes air from the body.</strong></p></body></html>,To help the person to breath,1,0,y,Human gas exchange,10
192153,110246573,3,Science,Animals,Characteristics of animals,"Which of the following is/are the common characteristic(s) of animals?<br><br>
A. They make their own food.<br>
B. They give birth to their young alive.<br>
C. They need air, water and food to survive.<br>
D. They respond to changes in their surrounding.<br><br>
(1) C only<br>
(2) B and D<br>
(3) C and D<br>
(4) A, B and D<br>",,"Which of the following is/are the common characteristic(s) of animals?<br><br>
A. They make their own food.<br>
B. They give birth to their young alive.<br>
C. They need air, water and food to survive.<br>
D. They respond to changes in their surrounding.<br><br>
(1) C only<br>
(2) B and D<br>
(3) C and D<br>
(4) A, B and D<br>",C,C,2,2,n,,10
192153,113353568,3,Science,Human Systems,Recognise how different human organ systems work together,"<html><head></head><body><p style=""text-align:justify;"">Which two body systems work together to take in and circulate oxygen around the body?</p><p>&nbsp;</p><p style=""text-align:justify;"">(1) muscular and skeletal system</p><p style=""text-align:justify;"">(2) digestive and circulatory system</p><p style=""text-align:justify;"">(3) digestive and respiratory system</p><p style=""text-align:justify;"">(4) respiratory and circulatory system</p></body></html>",,"<html><head></head><body><p style=""text-align:justify;"">Which two body systems work together to take in and circulate oxygen around the body?</p><p>&nbsp;</p><p style=""text-align:justify;"">(1) muscular and skeletal system</p><p style=""text-align:justify;"">(2) digestive and circulatory system</p><p style=""text-align:justify;"">(3) digestive and respiratory system</p><p style=""text-align:justify;"">(4) respiratory and circulatory system</p></body></html>",D,D,2,2,n,,10
191956,113623466,3,Science,Magnets,Recognise that magnets attract magnetic materials,<html><head></head><body><p>Samantha then replaced the steel bar with another bar made of a different material. She observed that the bar did not move at all as shown below. All components of the set-ups were still in working condition.&nbsp;</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/N1C81MVCxJ4IArtX.svg,<html><head></head><body><p>Samantha then replaced the steel bar with another bar made of a different material. She observed that the bar did not move at all as shown below. All components of the set-ups were still in working condition.&nbsp;</p></body></html>,"<html><head></head><body><p style=""text-align:justify;"">The bar was made of a&nbsp;<strong>non-magnetic material </strong>and will not be attracted to the electromagnets.</p><p style=""text-align:justify;"">&nbsp;</p></body></html>",The bar was not a magnetic material.,1,0,y,Magnetic materials,4
191956,114119860,3,Science,Magnets,Compare the magnetic strength of magnets,"<html><head></head><body><p>Owen set up an experiment to find out the magnetic strength of four magnets, J, K, L and M. He placed the four bar magnets at equal distances away from the iron pins. He slowly moved each bar magnet towards the iron pin and stopped when the iron pin got attracted to it.</p><p>The diagrams below show the start and end of the experiment.</p><p>&nbsp;</p></body></html>",https://attachment.srv.geniebook.com/api/v2/public/files/0nJSWRcZ4e6GdYdL.svg,"<html><head></head><body><p>Owen set up an experiment to find out the magnetic strength of four magnets, J, K, L and M. He placed the four bar magnets at equal distances away from the iron pins. He slowly moved each bar magnet towards the iron pin and stopped when the iron pin got attracted to it.</p><p>The diagrams below show the start and end of the experiment.</p><p>&nbsp;</p></body></html>",B,B,2,2,n,,4
191956,125275328,3,Science,Magnets,Recognise unlike poles attract and like poles repel,<html><head></head><body><p>The diagram below shows the arrangements of several magnets.</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/ETVgx6ep65ujS2Bp.svg,<html><head></head><body><p>The diagram below shows the arrangements of several magnets.</p></body></html>,B,C,2,0,y,Concept gap,4
191956,114119655,3,Science,Magnets,"Differentiate magnets, magnetic and non-magnetic materials",<html><head></head><body><p>Study the classification chart below.</p></body></html>,https://attachment.srv.geniebook.com/api/v2/public/files/F7kteXqohV9BSEiU.svg,<html><head></head><body><p>Study the classification chart below.</p></body></html>,B,B,2,2,n,,4
191956,113622595,3,Science,Magnets,Recognise how a temporary magnet can be made (stroke method),"Predict the number of paper clips attracted if Xiaoming stroked the
nail 50 times.",,"Predict the number of paper clips attracted if Xiaoming stroked the
nail 50 times.",<b>10<b>,10,1,1,n,,4
191956,113622001,3,Science,Magnets,Recognise the magnetism of magnet is strongest at its poles,"<html><head></head><body><p>Pauline placed magnet A on a table. She then placed two similar iron balls, L and M next to magnet A as shown below.</p></body></html>",https://attachment.srv.geniebook.com/api/v2/public/files/xAEXHpLgNj965bKf.svg,"<html><head></head><body><p>Pauline placed magnet A on a table. She then placed two similar iron balls, L and M next to magnet A as shown below.</p></body></html>",D,D,2,2,n,,4
191956,124656514,3,Science,Water & the Water Cycle,Compare how temperature affects rate of evaporation,"Which of the following graphs shows the effect of temperature of the surroundings on
the rate of evaporation of water?<br>",images/qi/Default Folder/1659a_qsn_img_0_1574600367.png,"Which of the following graphs shows the effect of temperature of the surroundings on
the rate of evaporation of water?<br>",A,A,2,2,n,,4
191956,124656700,3,Science,Water & the Water Cycle,Compare how exposed surface area affects rate of evaporation,"Arrange the containers in order of the rate of evaporation of
water, starting with the one that evaporates the slowest.",,"Arrange the containers in order of the rate of evaporation of
water, starting with the one that evaporates the slowest.","<b>E, C, D, F</b>",E&#44;c&#44;d&#44;f,1,1,n,,4
191956,124656404,3,Science,Water & the Water Cycle,Recognise how heat affect temperature & states of water,"<html><head></head><body>The diagram below shows the process of how water can change into
its three different states.</body></html>",https://storage.googleapis.com/geniebook/images/question/Default Folder/41685a_qsn_img_0_1612336921.png,"<html><head></head><body>The diagram below shows the process of how water can change into
its three different states.</body></html>",C,C,2,2,n,,4
191956,122681321,3,Science,Water & the Water Cycle,Identify & compare properties of different states of water,<html><head></head><body><p>State a similarity in terms of the property of matter of both P and Q.</p></body></html>,,<html><head></head><body><p>State a similarity in terms of the property of matter of both P and Q.</p></body></html>,<html><head></head><body><p>Award 1 mark for any of the following answers:&nbsp;</p><ul><li>They both&nbsp;<strong>take up / occupy space</strong>.&nbsp;</li><li>They both&nbsp;<strong>have mass.&nbsp;</strong></li><li>They both<strong> do not have a definite shape.</strong></li></ul></body></html>,They both takes up space.,1,1,n,,4
191956,124656673,3,Science,Water & the Water Cycle,Recognise how heat gain causes evaporation of liquid water,"<html><head></head><body><p>Ali just finished swimming in a swimming pool. When he got out of the pool, he realised that he felt colder when he was outside the pool than being in the water.<br><br>Which of the following best explains Ali's observation?<br><br>(1) His body lost heat slower to the surrounding slower than to the water in the swimming pool.<br>(2) The rate of condensation on his body is faster when he was out of the pool.<br>(3) The water on his body gained heat from his body and evaporated when he was out of the pool.<br>(4) His body gained heat when he was out of the pool.</p></body></html>",,"<html><head></head><body><p>Ali just finished swimming in a swimming pool. When he got out of the pool, he realised that he felt colder when he was outside the pool than being in the water.<br><br>Which of the following best explains Ali's observation?<br><br>(1) His body lost heat slower to the surrounding slower than to the water in the swimming pool.<br>(2) The rate of condensation on his body is faster when he was out of the pool.<br>(3) The water on his body gained heat from his body and evaporated when he was out of the pool.<br>(4) His body gained heat when he was out of the pool.</p></body></html>",C,A,2,0,y,Condensation,4
